id,actual_wait div 60000
0,38.452003
1,12.792049
2,46.73623
3,59.11817
4,59.11817
5,16.241314
6,0.64441586
7,59.11817
8,41.509327
9,11.597866
10,59.11817
11,11.597866
12,41.38426
13,59.11817
14,11.597866
15,16.234833
16,59.11817
17,15.810723
18,59.11817
19,12.022007
20,26.603321
21,41.38426
22,15.593595
23,59.11817
24,59.11817
25,16.616474
26,59.11817
27,15.810723
28,59.11817
29,17.027596
30,59.11817
31,59.11817
32,59.11817
33,11.218844
34,0.64441586
35,4.0437274
36,59.11817
37,59.11817
38,5.619607
39,59.11817
40,15.185464
41,59.11817
42,59.11817
43,3.4112654
44,2.3870625
45,59.11817
46,59.11817
47,59.11817
48,13.79505
49,59.11817
50,17.027596
51,13.79505
52,12.855445
53,2.3413606
54,59.11817
55,32.76882
56,59.11817
57,1.4011545
58,14.603247
59,59.11817
60,15.957692
61,12.725145
62,13.79505
63,4.6800013
64,2.3870625
65,1.4011545
66,57.743076
67,59.11817
68,72.62947
69,54.837177
70,0.93996954
71,77.304436
72,76.88465
73,54.837177
74,55.645374
75,75.21794
76,65.75234
77,75.21794
78,74.715965
79,72.62947
80,74.715965
81,65.322975
82,63.298748
83,70.169044
84,74.17537
85,59.11817
86,59.11817
87,106.74811
88,59.11817
89,83.47837
90,83.47837
91,59.11817
92,59.11817
93,59.11817
94,59.11817
95,85.564865
96,59.11817
97,80.06671
98,89.385666
99,59.11817
100,103.357155
101,59.11817
102,103.357155
103,118.80059
104,59.11817
105,105.49732
106,53.82595
107,98.19083
108,85.61854
109,99.77573
110,106.977905
111,89.59424
112,102.40244
113,59.11817
114,89.59424
115,92.90544
116,107.38653
117,59.11817
118,89.17445
119,105.30003
120,86.18258
121,103.78205
122,59.11817
123,107.88851
124,108.69671
125,99.66025
126,105.30003
127,107.38653
128,125.37806
129,99.77573
130,107.38653
131,84.096085
132,100.08003
133,88.89912
134,97.99354
135,76.97714
136,108.189
137,59.11817
138,99.5131
139,2.5786386
140,97.99354
141,107.38653
142,2.5786386
143,105.30003
144,59.11817
145,59.11817
146,12.478524
147,13.858133
148,0.6864917
149,12.038113
150,59.11817
151,13.95705
152,59.11817
153,11.647564
154,115.26127
155,16.87548
156,5.940167
157,59.11817
158,119.194824
159,2.082916
160,10.446941
161,111.14857
162,94.68307
163,113.23506
164,9.7566185
165,14.174543
166,22.632574
167,2.082916
168,63.42512
169,59.11817
170,115.80998
171,11.647408
172,16.093475
173,106.8289
174,22.35082
175,18.401207
176,117.95015
177,94.73674
178,103.87541
179,18.233644
180,59.11817
181,4.2230844
182,96.823235
183,93.411575
184,16.314709
185,91.32508
186,94.881
187,117.95015
188,103.87541
189,112.16164
190,20.12285
191,95.30078
192,25.281286
193,118.05813
194,20.12285
195,59.11817
196,21.542624
197,96.625946
198,18.203917
199,119.46813
200,93.21429
201,119.46813
202,96.625946
203,96.625946
204,124.143105
205,59.11817
206,114.24813
207,97.43414
208,18.362356
209,6.3067856
210,20.12285
211,86.095345
212,59.11817
213,59.11817
214,98.292656
215,121.078804
216,112.16164
217,30.017834
218,98.292656
219,98.292656
220,20.12285
221,96.625946
222,26.909697
223,93.21429
224,20.290413
225,41.299244
226,114.24813
227,16.57744
228,119.46813
229,59.11817
230,59.11817
231,59.11817
232,4.2230844
233,112.52937
234,112.16164
235,20.12285
236,95.30078
237,0.15808988
238,37.532402
239,38.3406
240,20.12285
241,24.321148
242,113.943825
243,116.57054
244,59.11817
245,4.2230844
246,138.93835
247,103.87541
248,103.87541
249,98.677895
250,94.022484
251,20.12285
252,18.203917
253,12.58711
254,4.2230844
255,119.46813
256,18.98583
257,18.403614
258,59.11817
259,5.871579
260,27.33446
261,42.70516
262,126.12307
263,69.181435
264,16.194546
265,116.80872
266,1.611027
267,8.008007
268,121.00241
269,59.11817
270,8.008007
271,115.33942
272,100.38835
273,126.64219
274,112.130486
275,2.5967114
276,126.64219
277,100.38835
278,151.58696
279,126.64219
280,128.3089
281,11.21694
282,128.78236
283,129.59056
284,4.736879
285,21.913252
286,26.053148
287,125.95546
288,116.89737
289,73.01004
290,130.67157
291,29.362127
292,124.884636
293,80.929306
294,26.181862
295,3.0238771
296,12.774892
297,10.148175
298,139.15656
299,46.871468
300,130.92828
301,125.14726
302,116.89737
303,24.396944
304,139.15656
305,59.11817
306,46.61309
307,127.77397
308,131.47406
309,140.82327
310,130.06978
311,48.0148
312,128.35619
313,105.706825
314,27.942354
315,127.77397
316,59.11817
317,51.87516
318,115.07885
319,104.417725
320,51.829876
321,130.67157
322,111.09028
323,130.67157
324,50.514038
325,115.07885
326,130.67157
327,132.33829
328,107.829384
329,59.11817
330,136.06712
331,34.481445
332,45.16261
333,154.97318
334,112.37938
335,27.942354
336,10.580434
337,1.8514508
338,124.654175
339,107.829384
340,73.01004
341,125.14726
342,43.643047
343,4.309417
344,117.47958
345,43.932137
346,104.417725
347,50.514038
348,45.76874
349,109.118484
350,43.932137
351,116.89737
352,31.689924
353,171.54889
354,59.11817
355,59.11817
356,138.249
357,131.46005
358,125.72198
359,78.01652
360,84.47601
361,37.095055
362,13.192144
363,4.781535
364,139.33832
365,32.370266
366,59.11817
367,140.62172
368,134.77988
369,53.561172
370,110.31941
371,7.7004213
372,32.370266
373,7.7004213
374,130.00182
375,132.53093
376,4.781535
377,4.781535
378,4.781535
379,15.114769
380,142.96931
381,133.65656
382,12.294216
383,10.441623
384,131.3894
385,9.5237465
386,23.012228
387,125.66955
388,112.60775
389,23.012228
390,5.169916
391,110.48519
392,5.169916
393,31.508167
394,112.60775
395,59.11817
396,14.35982
397,12.294216
398,11.404452
399,127.652664
400,125.66955
401,31.508167
402,76.789406
403,118.050026
404,120.67674
405,30.916286
406,138.00485
407,113.89685
408,109.34322
409,52.245556
410,121.50132
411,23.012228
412,59.11817
413,112.75488
414,33.75709
415,112.75488
416,109.34322
417,112.75488
418,112.75488
419,5.169916
420,5.169916
421,46.90607
422,37.99365
423,117.5014
424,60.310593
425,59.11817
426,5.169916
427,57.28108
428,32.758644
429,13.580526
430,117.5014
431,112.75488
432,128.14285
433,49.04624
434,109.34322
435,112.75488
436,109.34322
437,26.77639
438,28.3279
439,112.75488
440,59.11817
441,10.441623
442,21.729452
443,23.012228
444,112.75488
445,53.479
446,107.56505
447,107.56505
448,117.59973
449,27.543415
450,31.469439
451,4.1011934
452,107.56505
453,4.1011934
454,26.324318
455,25.078413
456,6.9995275
457,19.68967
458,10.421525
459,29.533253
460,112.29236
461,7.8439846
462,115.06091
463,111.82196
464,111.82196
465,28.223757
466,25.315706
467,77.91273
468,111.82196
469,24.459595
470,135.3148
471,56.848053
472,60.66044
473,36.701054
474,50.019737
475,111.82196
476,29.623695
477,48.575333
478,4.781535
479,111.82196
480,10.795582
481,22.913801
482,108.4103
483,38.3195
484,11.183963
485,55.522377
486,38.1191
487,110.69864
488,10.592361
489,110.69864
490,135.35057
491,136.54617
492,139.1729
493,59.11817
494,115.44516
495,59.11817
496,137.35437
497,76.789406
498,11.183963
499,139.75511
500,115.05149
501,100.94559
502,24.847975
