id,actual_wait div 60000
0,41.38997269
1,20.7408371
2,49.86637878
3,0.216054946
4,0
5,20.7408371
6,7.983970165
7,0.216054946
8,44.31307983
9,26.21748924
10,0.590376139
11,26.21748924
12,56.20065308
13,0.590376139
14,26.21748924
15,21.20348167
16,0
17,20.7408371
18,0
19,19.58031464
20,33.06217194
21,56.20065308
22,20.7408371
23,0
24,0
25,20.7408371
26,7.219298363
27,20.7408371
28,0
29,19.41104126
30,0
31,7.970261574
32,0
33,20.36651421
34,7.983970165
35,7.983970165
36,0
37,0
38,8.379820824
39,0
40,20.24800873
41,0
42,0
43,8.379820824
44,9.216788292
45,0
46,0
47,0
48,20.24800873
49,0
50,19.41104126
51,19.41104126
52,20.82368279
53,8.379820824
54,0
55,34.31139374
56,0
57,7.219298363
58,19.41104126
59,0
60,19.41104126
61,19.41104126
62,19.41104126
63,9.792460442
64,9.216788292
65,7.219298363
66,64.36403656
67,0
68,92.10477448
69,73.76472473
70,0
71,92.10477448
72,92.10477448
73,73.76472473
74,73.76472473
75,92.10477448
76,74.75177765
77,92.10477448
78,92.10477448
79,92.10477448
80,92.10477448
81,84.50249481
82,80.224823
83,89.77074432
84,89.77074432
85,0
86,0
87,104.6749573
88,0
89,85.43832397
90,85.43832397
91,0
92,0
93,2.001199722
94,0
95,85.43832397
96,0
97,79.79471588
98,91.89842224
99,0
100,103.7783737
101,1.991628408
102,103.7783737
103,120.4839325
104,0
105,103.7783737
106,56.36650848
107,96.17609406
108,85.43832397
109,101.4443436
110,104.9199448
111,85.43832397
112,101.4443436
113,0
114,85.43832397
115,91.89842224
116,103.7783737
117,0
118,85.43832397
119,103.7783737
120,79.79471588
121,101.4443436
122,0
123,103.7783737
124,103.7783737
125,96.17609406
126,103.7783737
127,103.7783737
128,121.3084641
129,101.4443436
130,103.7783737
131,79.79471588
132,96.17609406
133,91.89842224
134,96.17609406
135,79.79471588
136,104.6749573
137,0
138,98.38064575
139,0
140,96.17609406
141,103.7783737
142,0
143,103.7783737
144,0
145,0.410180926
146,17.79269028
147,17.79269028
148,5.641427994
149,21.98745918
150,9.029877663
151,21.98745918
152,0
153,21.33624077
154,119.4309692
155,21.33624077
156,21.33624077
157,0
158,120.5725403
159,10.29752827
160,18.89017868
161,116.4231262
162,99.59387207
163,116.4231262
164,21.33624077
165,22.17320824
166,29.61317635
167,10.29752827
168,72.01908875
169,2.187707424
170,117.0969391
171,21.33624077
172,21.33624077
173,108.8208466
174,22.17320824
175,21.33624077
176,117.0969391
177,99.59387207
178,107.5510178
179,21.33624077
180,7.831318855
181,10.29752827
182,99.59387207
183,93.95026398
184,21.33624077
185,93.95026398
186,93.95026398
187,117.0969391
188,107.5510178
189,111.8286896
190,21.33624077
191,93.95026398
192,27.8451252
193,111.8286896
194,21.33624077
195,0
196,22.17320824
197,99.59387207
198,21.33624077
199,119.4309692
200,93.95026398
201,119.4309692
202,99.59387207
203,99.59387207
204,119.4309692
205,0
206,111.8286896
207,99.59387207
208,21.33624077
209,6.821629524
210,21.33624077
211,93.95026398
212,0
213,0
214,99.59387207
215,120.3275528
216,111.8286896
217,28.93853188
218,99.59387207
219,99.59387207
220,21.33624077
221,99.59387207
222,25.55388451
223,93.95026398
224,21.33624077
225,39.95188904
226,111.8286896
227,20.75444603
228,119.4309692
229,0
230,0
231,2.187707424
232,9.932400703
233,117.1074295
234,111.8286896
235,21.33624077
236,93.95026398
237,1.813360691
238,35.28100586
239,35.28100586
240,21.33624077
241,28.45265388
242,117.0969391
243,117.0969391
244,0
245,10.29752827
246,137.2509766
247,107.5510178
248,107.5510178
249,99.12567139
250,93.95026398
251,21.33624077
252,21.33624077
253,17.89982033
254,10.29752827
255,119.4309692
256,19.7761116
257,19.7761116
258,1.851019979
259,12.93216705
260,23.97088051
261,38.31026459
262,124.5046997
263,77.09281921
264,19.12489319
265,117.4271851
266,9.814739227
267,12.28094864
268,117.4271851
269,4.929474831
270,11.91582108
271,113.1495132
272,99.54875946
273,125.0294647
274,113.1495132
275,10.57308578
276,125.0294647
277,99.54875946
278,146.5627899
279,125.0294647
280,125.0294647
281,11.52260208
282,125.0294647
283,125.0294647
284,10.57308578
285,23.31966209
286,23.31966209
287,122.6954346
288,113.1495132
289,77.61758423
290,125.0294647
291,23.31966209
292,119.6317368
293,82.40115356
294,23.31966209
295,1.202762008
296,11.52260208
297,12.28094864
298,125.0294647
299,41.13798904
300,117.4271851
301,122.6954346
302,113.1495132
303,22.73786736
304,125.0294647
305,0
306,41.49171448
307,122.6954346
308,125.9260483
309,125.0294647
310,117.4271851
311,39.3283844
312,122.6954346
313,99.54875946
314,24.15662956
315,122.6954346
316,1.444645524
317,44.3624649
318,113.1495132
319,99.54875946
320,48.91875458
321,125.0294647
322,106.2648468
323,125.0294647
324,42.59315872
325,113.1495132
326,125.0294647
