id,actual_wait div 60000
0,38.72278214
1,18.39519119
2,45.99283981
3,0
4,1.408736944
5,14.97873974
6,15.85292435
7,0
8,42.6932869
9,54.56113434
10,0
11,54.56113434
12,61.25018692
13,0
14,54.56113434
15,18.91720581
16,0
17,18.39519119
18,1.946150303
19,13.5345335
20,33.49957275
21,61.25018692
22,14.97873974
23,1.408736944
24,1.408736944
25,17.54485893
26,8.22953701
27,18.39519119
28,1.408736944
29,18.30164146
30,1.408736944
31,3.951004982
32,1.408736944
33,18.93260574
34,15.85292435
35,15.85292435
36,1.408736944
37,1.408736944
38,6.236365318
39,1.408736944
40,15.39522457
41,1.408736944
42,1.408736944
43,4.041985512
44,7.071299553
45,1.408736944
46,2.243669987
47,1.408736944
48,19.13657379
49,1.408736944
50,18.30164146
51,18.30164146
52,19.97583389
53,4.041985512
54,1.408736944
55,33.40602493
56,1.408736944
57,4.041985512
58,15.70423508
59,1.408736944
60,18.30164146
61,18.30164146
62,18.30164146
63,7.910554886
64,7.071299553
65,4.041985512
66,74.86786652
67,0
68,85.02675629
69,63.09914398
70,0
71,93.91673279
72,91.26164246
73,63.09914398
74,69.33403015
75,85.02675629
76,72.15502167
77,85.02675629
78,95.82909393
79,85.02675629
80,93.91673279
81,79.43110657
82,89.68709564
83,88.3716507
84,93.37038422
85,0
86,0
87,112.2501297
88,0
89,79.01675415
90,79.01675415
91,0
92,0
93,2.58716321
94,1.446130753
95,87.90673065
96,0
97,73.42110443
98,98.3881073
99,13.51755905
100,109.0975571
101,0
102,109.0975571
103,125.0587769
104,0
105,109.0975571
106,54.22641373
107,103.5019073
108,76.36760712
109,98.21174622
110,105.0735931
111,85.25758362
112,105.0899734
113,0
114,85.25758362
115,103.1419449
116,109.0975571
117,0
118,82.60249329
119,102.8298035
120,79.6619339
121,109.6574249
122,0
123,98.29521942
124,104.5301056
125,98.93445587
126,98.29521942
127,109.0975571
128,120.15802
129,98.21174622
130,108.1777267
131,73.42110443
132,103.5019073
133,92.6160965
134,92.6995697
135,73.42110443
136,111.3302994
137,0
138,99.56141663
139,0
140,92.6995697
141,109.0975571
142,0
143,98.29521942
144,0
145,7.139147282
146,19.21095276
147,21.86603928
148,6.65834713
149,21.81682968
150,0.514773846
151,21.81682968
152,0
153,21.18429947
154,121.206337
155,20.33396721
156,20.33396721
157,0
158,118.9351425
159,9.545946121
160,16.13137245
161,105.7862625
162,100.1393509
163,114.676239
164,20.60282135
165,22.28808594
166,29.24608994
167,9.545946121
168,69.10820007
169,11.860466
170,126.6025162
171,20.60282135
172,21.45315361
173,110.9929504
174,25.90176964
175,29.84127045
176,126.6025162
177,91.24937439
178,116.4394073
179,21.45315361
180,13.63544655
181,9.545946121
182,102.7884979
183,94.54370117
184,21.45315361
185,85.65372467
186,94.54370117
187,126.6025162
188,116.4394073
189,109.6446533
190,21.45315361
191,94.54370117
192,27.39351845
193,114.1355133
194,21.45315361
195,0
196,21.43775368
197,91.24937439
198,21.45315361
199,115.240303
200,85.65372467
201,115.240303
202,91.24937439
203,91.24937439
204,124.1302795
205,0
206,120.446991
207,97.48426056
208,20.60282135
209,6.10281086
210,21.45315361
211,85.65372467
212,0.507151484
213,4.711660385
214,97.48426056
215,123.9118271
216,109.6446533
217,27.04881287
218,97.48426056
219,97.48426056
220,21.45315361
221,91.24937439
222,23.13416481
223,85.65372467
224,29.84127045
225,40.20654678
226,120.446991
227,16.90295982
228,115.240303
229,0.507151484
230,0
231,11.860466
232,9.180818558
233,114.4246597
234,109.6446533
235,21.45315361
236,94.54370117
237,14.14120674
238,35.29111099
239,39.75513077
240,21.45315361
241,26.50331116
242,115.1568298
243,122.0350571
244,0
245,9.545946121
246,135.8740692
247,116.4394073
248,116.4394073
249,91.46092224
250,92.5319519
251,21.45315361
252,21.45315361
253,15.14160728
254,9.545946121
255,115.240303
256,24.7145443
257,21.09122849
258,0
259,11.78989506
260,30.93410492
261,38.18775177
262,118.0754013
263,68.62864685
264,20.45869827
265,113.0098419
266,14.30274487
267,11.42622089
268,119.5135803
269,9.410225868
270,11.06109333
271,121.6223221
272,88.34364319
273,118.8743439
274,112.0890045
275,15.32994747
276,118.8743439
277,88.34364319
278,144.1392822
279,118.8743439
280,125.10923
281,17.78698158
282,118.8743439
283,125.10923
284,15.32994747
285,23.33342934
286,23.33342934
287,125.6690979
288,120.0734482
289,71.79811859
290,118.8743439
291,22.48309708
292,119.528389
293,78.70162964
294,22.48309708
295,2.387426376
296,15.1318903
297,11.42622089
298,123.3652039
299,43.79524612
300,124.6477814
301,118.7908707
302,120.0734482
303,17.83911324
304,123.3652039
305,0.052154839
306,40.37604904
307,125.6690979
308,125.1240387
309,130.2434235
310,124.6477814
311,38.52423477
312,129.2924347
313,99.88276672
314,24.16836166
315,128.3241882
316,5.647814274
317,47.08470535
318,120.0734482
319,90.99279022
320,39.92261124
321,118.8743439
322,99.63900757
323,118.8743439
324,39.61050797
325,120.0734482
326,123.4089279
327,125.10923
328,96.58843994
329,0.052154839
330,137.0269165
331,33.24673462
332,45.29827118
333,142.6084747
334,108.5289841
335,23.33342934
336,5.266540527
337,2.923671246
338,122.1686707
339,96.58843994
340,71.79811859
341,118.7908707
342,38.67440796
343,5.266540527
344,122.7285385
345,38.02171707
346,90.99279022
347,39.61050797
